これまで	6
ザ	6
さが	6
しめる	6
ジョン	6
ぞ	6
ゾ	6
その頃	6
そり	6
それらの	6
たつ	6
たるも	6
だんだん	6
ついて	6
つかり	6
つくりあげ	6
つの	6
つも	6
ともに	6
とら	6
なさ	6
にあっ	6
はき	6
はずも	6
はで	6
はり	6
ピッチ	6
フォード	6
ふたつ	6
ペイ	6
ベルリン	6
ほしい	6
ぽん	6
またそ	6
まぶた	6
みたい	6
もが	6
もらい	6
もらう	6
ャ	6
ヤ	6
やっと	6
ロ	6
ワイ	6
愛し	6
安心	6
違っ	6
一一	6
一条	6
一代	6
一般	6
一般に	6
一本	6
因縁	6
運動	6
影	6
影響	6
栄螺	6
億	6
何と	6
可決	6
会議	6
解決	6
改正	6
外村	6
且つ	6
感ずる	6
環境	6
観	6
関西	6
基本	6
寄	6
机	6
機会	6
機構	6
稀	6
黍	6
客観	6
急速	6
挙げ	6
許さ	6
共	6
驚き	6
極	6
近ごろ	6
空気	6
軍医	6
傾向	6
形態	6
激しい	6
決意	6
決定	6
見当	6
現	6
互に	6
公	6
向	6
向い	6
向っ	6
広く	6
皇室	6
購入	6
国会図書館	6
国立	6
今さら	6
坐	6
作っ	6
三条	6
参考	6
残し	6
仕方	6
支配	6
死ぬ	6
紙	6
似	6
而	6
自	6
自覚	6
実験	6
捨て	6
手続	6
集める	6
充実	6
十一	6
十三	6
従来	6
重要	6
出かけ	6
潤	6
書店	6
少なくとも	6
少年	6
場所	6
条件	6
状	6
状態	6
色弱	6
食いもの	6
食っ	6
心持	6
新聞	6
親	6
人工	6
人達	6
尋ね	6
世	6
正確	6
正当	6
生命	6
積極	6
設け	6
絶望	6
戦後	6
前項	6
早く	6
窓	6
息子	6
尊重	6
多分	6
打ち	6
対し	6
代り	6
只	6
達し	6
探し	6
短い	6
地上	6
着物	6
中宮	6
仲間	6
注意	6
張り	6
朝	6
朝鮮	6
長く	6
珍	6
辻	6
提出	6
鉄道	6
天才	6
田中	6
電気	6
投票	6
動かし	6
同意	6
同様	6
読め	6
内	6
日常	6
熱	6
能率	6
馬	6
白い	6
肌	6
伴	6
批評	6
非	6
鼻	6
不明	6
譜	6
壁	6
変化	6
歩く	6
望む	6
本当	6
亦	6
万年	6
名前	6
面	6
問	6
有名	6
有様	6
様式	6
用い	6
要するに	6
立ち	6
立っ	6
立場	6
連れ	6
話しかけ	6
會	6
樣	6
濟	6
あいだ	5
あえぎ	5
あまりに	5
ある時	5
イギリス	5
いよ	5
うの	5
うまい	5
うまかっ	5
おばあさん	5
お巡りさん	5
カード	5
かか	5
かく	5
かた	5
かない	5
からだ	5
キ	5
きた	5
キャバレー	5
ゲル	5
こう	5
ざり	5
ジ	5
したがって	5
してき	5
しまい	5
ショパン	5
せしめる	5
せめて	5
そうだ	5
そうな	5
それほど	5
そんなに	5
たけれ	5
だそ	5
たため	5
だとすれば	5
たび	5
タマ	5
たらしい	5
ちがい	5
ちら	5
つくり	5
つまらない	5
ですから	5
てよ	5
とかいう	5
どちら	5
とれ	5
と共に	5
なあ	5
ないし	5
なかば	5
なほ	5
ならん	5
なわ	5
なん	5
なんか	5
なんて	5
にない	5
のち	5
