。	12
の	9
、	6
て	5
に	5
は	5
ある	3
だ	3
で	3
と	3
か	2
し	2
た	2
たり	2
ひ	2
ゆく	2
れ	2
を	2
云わ	2
山	2
中	2
流れ	2
あかり	1
あと	1
あまた	1
あら	1
ある日	1
いづれ	1
が	1
かご	1
ぎ	1
ぐらし	1
け	1
この	1
さ	1
しかも	1
ず	1
そういう	1
つ	1
つれづれ	1
ていた	1
です	1
では	1
なり	1
なる	1
ば	1
はあ	1
はす	1
はま	1
ひける	1
ふう	1
ぶら	1
べ	1
ぼ	1
ほんとう	1
ぼんやり	1
まし	1
まま	1
みなさん	1
むか	1
もと	1
もの	1
や	1
やうやう	1
何	1
果て	1
河	1
給	1
硯	1
吾輩	1
御	1
更衣	1
事	1
時に	1
春	1
女御	1
少し	1
承知	1
水	1
生涯	1
石炭	1
積み	1
絶えず	1
川	1
早	1
送っ	1
多い	1
恥	1
日	1
乳	1
猫	1
白い	1
白く	1
暮方	1
無い	1
名前	1
木曽	1
来	1
路	1
